,Date,Open,High,Low,Close,Volume,MarketCap,UnitVolume,Rolling20D
1035,12-Jul-16,648.28,675.26,646.78,664.55,138172992,10470577835,207.9196328,222.2894129
1034,13-Jul-16,664.8,668.7,654.47,654.47,131449000,10312716681,200.8480144,212.0217075
1033,14-Jul-16,652.92,662.9,652.92,658.08,98511400,10370714378,149.6951738,202.6481322
1032,15-Jul-16,659.17,667.08,659.04,663.26,81673104,10453381650,123.1388958,199.2837876
1031,16-Jul-16,663.78,666.46,659.33,660.77,50330200,10415413843,76.16901494,194.4149102
1030,17-Jul-16,661.99,682.36,661.99,679.46,74407904,10711263460,109.5103523,190.5712055
1029,18-Jul-16,679.81,681.55,668.63,673.11,69465000,10612299585,103.2000713,185.0368511
1028,19-Jul-16,672.74,673.28,667.63,672.86,61203300,10609525767,90.95993223,178.4535595
1027,20-Jul-16,672.81,672.93,663.36,665.68,94636400,10497527596,142.1650042,175.2416149
1026,21-Jul-16,665.23,666.22,660.41,665.01,60491800,10487976073,90.96374491,169.8510909
1025,22-Jul-16,664.92,666.58,646.72,650.62,134169000,10261989674,206.2171467,172.1788589
1024,23-Jul-16,650.73,656.37,648.52,655.56,69532200,10340881944,106.0653487,167.6506503
1023,24-Jul-16,655.41,663.11,652.79,661.28,118184000,10432244355,178.7200581,169.8575481
1022,25-Jul-16,661.26,661.83,653.4,654.1,78176496,10319876749,119.5176517,166.1055628
1021,26-Jul-16,654.23,656.22,645.88,651.78,225135008,10284392843,345.4156433,173.4136243
1020,27-Jul-16,651.63,657.46,648.45,654.35,147460992,10325917979,225.3549201,164.5356378
1019,28-Jul-16,654.49,657.59,654.49,655.03,86428400,10337749269,131.9457124,160.4828304
1018,29-Jul-16,655.11,657.8,654.79,656.99,60703500,10369809306,92.39638351,151.2357454
1017,30-Jul-16,657.01,658.22,654.21,655.05,38456100,10340045284,58.70712159,146.2762511
1016,31-Jul-16,655.1,655.28,624.36,624.68,110818000,9861866433,177.3996286,146.8154726
1015,1-Aug-16,624.6,626.12,605.88,606.27,121887000,9572348580,201.0440893,146.4716954
1014,2-Aug-16,606.4,612.85,531.33,547.47,330932992,8644864335,604.476943,166.6531418
1013,3-Aug-16,548.66,573.36,541.55,566.35,207982000,8944279139,367.2322769,177.529997
1012,4-Aug-16,566.33,579.5,565.78,578.29,125292000,9133817995,216.6594615,182.2060253
1011,5-Aug-16,578.28,578.28,569.98,575.04,66127900,9083715053,114.9970437,184.1474267
1010,6-Aug-16,575.03,588.4,569.47,587.78,80797296,9286055404,137.4617986,185.544999
1009,7-Aug-16,587.77,597.51,586.82,592.69,82398400,9364710627,139.0244479,187.3362179
1008,8-Aug-16,592.74,592.99,588.05,591.05,61194100,9339910963,103.5345571,187.9649491
1007,9-Aug-16,591.04,591.09,584.79,587.8,92228096,9289374235,156.9038721,188.7018925
1006,10-Aug-16,587.65,599.98,586.37,592.1,102905000,9358441335,173.796656,192.843538
1005,11-Aug-16,592.12,597.54,589.12,589.12,74514400,9312340020,126.4842477,188.8568931
1004,12-Aug-16,588.8,589.91,583.81,587.56,69218000,9288722581,117.8058411,189.4439177
1003,13-Aug-16,587.36,589.77,584.98,585.59,43563000,9258715472,74.3916392,184.2274968
1002,14-Aug-16,585.59,585.67,564.78,570.47,60851100,9020848475,106.6683612,183.5850322
1001,15-Aug-16,570.49,573.58,563.24,567.24,57262300,8970719083,100.948981,171.3616991
1000,16-Aug-16,567.24,581.74,566.72,577.44,58405200,9132941526,101.145054,165.1512058
999,17-Aug-16,577.76,580.89,571.43,573.22,54443000,9066995409,94.97749555,163.302795
998,18-Aug-16,573.71,577.79,573.43,574.32,59896600,9085487925,104.2913358,163.8975426
997,19-Aug-16,574.34,578.24,574.18,575.63,50631600,9107313927,87.95858451,165.3601157
996,20-Aug-16,576.08,582.82,575.46,581.7,45301400,9204384754,77.87760014,160.3840143
995,21-Aug-16,581.94,584.16,580.22,581.31,38299400,9199366517,65.88463987,153.6260418
994,22-Aug-16,581.31,588.45,580.59,586.75,72844000,9286647694,124.1482744,129.6096084
993,23-Aug-16,586.77,589.47,581.63,583.41,85349200,9234845697,146.2936871,118.5626789
992,24-Aug-16,583.41,583.59,579.85,580.18,56328200,9184728961,97.08745562,112.5840786
991,25-Aug-16,580.18,580.45,575.17,577.76,136130000,9147297036,235.6168651,118.6150697
990,26-Aug-16,577.75,580.62,576.86,579.65,48856800,9178145243,84.28672475,115.956316
989,27-Aug-16,579.45,579.84,568.63,569.95,59698300,9025464112,104.7430476,114.242246
988,28-Aug-16,569.83,574.04,569.74,573.91,86301600,9089312935,150.3747974,116.584258
987,29-Aug-16,574.07,576.28,573.47,574.11,110398000,9093420855,192.2941597,118.3537724
986,30-Aug-16,574.11,578.36,574.11,577.5,70342400,9148340524,121.8050216,115.7541907
985,31-Aug-16,577.59,577.86,573.64,575.47,75840896,9117106217,131.7894869,116.0194526
984,1-Sep-16,575.55,576.31,571.81,572.3,76923400,9067854884,134.4109733,116.8497092
983,2-Sep-16,572.41,575.64,570.81,575.54,79910800,9120159589,138.8449109,120.0723728
982,3-Sep-16,575.55,599.5,574.06,598.21,159014000,9480380026,265.8163521,128.0297724
981,4-Sep-16,598.59,611.84,596.85,608.63,97942896,9646846465,160.923543,131.0285005
980,5-Sep-16,608.99,609.05,602.24,606.59,82446800,9615468145,135.9184952,132.7671725
979,6-Sep-16,606.51,610.83,605.09,610.44,78529104,9677437248,128.6434441,134.45047
978,7-Sep-16,610.57,614.54,608.51,614.54,75032400,9743676240,122.0952257,135.3406645
977,8-Sep-16,614.64,628.77,613.84,626.32,86713000,9931412644,138.448397,137.8651551
976,9-Sep-16,626.35,626.83,620.26,622.86,64550200,9877681032,103.6351668,139.1530334
975,10-Sep-16,622.93,625.09,622.4,623.51,45016800,9889124590,72.19900242,139.4687515
974,11-Sep-16,623.42,628.82,600.51,606.72,73610800,9624021892,121.3258175,139.3276287
973,12-Sep-16,607.01,608.46,605.41,608.24,72812304,9649385919,119.7098251,137.9984356
972,13-Sep-16,608.03,611.19,606.92,609.24,86920600,9666424848,142.6705403,140.2775898
971,14-Sep-16,608.84,611.95,608.41,610.68,47877700,9690463177,78.40063536,132.4167783
970,15-Sep-16,610.59,611.09,607.16,607.16,59464600,9635571708,97.93892878,133.0993885
969,16-Sep-16,607.25,609.26,606.73,606.97,64963400,9633710359,107.029013,133.2136868
968,17-Sep-16,607.22,607.86,605.19,605.98,37140300,9619198525,61.28964652,128.7594293
967,18-Sep-16,606.28,610.16,605.86,609.87,48679400,9682008337,79.81930575,123.1356866
966,19-Sep-16,609.87,610.93,608.27,609.23,54796400,9672709264,89.94369942,121.5426205
965,20-Sep-16,609.25,609.53,607.94,608.31,72710896,9659269452,119.5293452,120.9296134
964,21-Sep-16,603.59,603.59,595.88,597.15,82776200,9483211005,138.6187725,121.1400033
963,22-Sep-16,597.28,598.49,596.21,596.3,67085300,9470698215,112.5025994,119.8228878
962,23-Sep-16,596.2,603.21,595.79,602.84,51067000,9575631549,84.71070267,110.7676053
961,24-Sep-16,602.96,604.58,602.04,602.63,35359500,9573385118,58.67530657,105.6551935
960,25-Sep-16,602.75,603.38,599.71,600.83,33977800,9546132575,56.55143718,101.6868406
959,26-Sep-16,600.81,608.14,600.35,608.04,59153800,9661922446,97.28603381,100.11897
958,27-Sep-16,608.02,608.25,604.11,606.17,49422400,9633311305,81.53224343,98.09082094
957,28-Sep-16,606.24,606.59,604.61,604.73,48722600,9611532319,80.56917963,95.19686007
956,29-Sep-16,605.02,606.82,604.85,605.69,55658600,9627902106,91.8928825,94.60974585
955,30-Sep-16,605.72,609.73,604.14,609.73,56122400,9693198750,92.04467551,95.60202951
954,1-Oct-16,609.93,615.24,609.93,613.98,56357000,9761887632,91.78963484,94.12522037
953,2-Oct-16,613.95,614.01,609.68,610.89,39249800,9713776587,64.25019234,91.35223874
952,3-Oct-16,610.97,612.57,610.46,612.13,46798300,9734618878,76.45157074,88.04129026
951,4-Oct-16,612.05,612.05,609.48,610.2,49801600,9705099355,81.61520813,88.2020189
950,5-Oct-16,610.22,613.81,609.62,612.51,68077504,9743018924,111.1451307,88.86232899
949,6-Oct-16,612.47,613.82,611.47,613.02,56812100,9752315689,92.67576914,88.1446668
948,7-Oct-16,612.61,617.91,611.82,617.12,64071400,9818599994,103.8232435,90.27134665
947,8-Oct-16,617.34,619.85,617.34,619.11,42345900,9851461946,68.39802297,89.70028251
946,9-Oct-16,619.17,619.2,616.61,616.75,39243400,9815156618,63.62934739,88.38456491
945,10-Oct-16,616.82,621.32,616.2,618.99,67481104,9851764897,109.0180843,87.85900186
944,11-Oct-16,619.24,642.08,618.5,641.07,103590000,10204214839,161.589218,89.00752413
943,12-Oct-16,640.87,641.34,635.97,636.19,92370200,10127644784,145.1927883,90.64203358
942,13-Oct-16,636.03,638.83,635.03,636.79,61620700,10138078870,96.76769422,91.24488316
941,14-Oct-16,637.01,641.28,637.01,640.38,58144600,10196303437,90.79702677,92.85096917
940,15-Oct-16,640.31,642.1,637.39,638.65,39035400,10169814232,61.12174117,93.07948437
939,16-Oct-16,639.08,642.9,638.9,641.63,40298100,10218348388,62.80582267,91.35547381
938,17-Oct-16,641.82,642.33,638.66,639.19,58063600,10180488274,90.83934354,91.82082882
937,18-Oct-16,639.41,640.74,636,637.96,65546700,10162029114,102.7442159,92.92958063
936,19-Oct-16,638.13,638.87,628.01,630.52,69381696,10044471117,110.0388505,93.83687903
935,20-Oct-16,630.66,631.92,628.26,630.86,56957300,10050854099,90.28516628,93.74890357
934,21-Oct-16,630.83,634.09,630.69,632.83,55951000,10083501603,88.41395003,93.58011933
933,22-Oct-16,633.14,658.2,632.85,657.29,78556496,10474463658,119.5157328,96.34339635
932,23-Oct-16,657.62,661.13,653.89,657.07,54474600,10472100602,82.90532211,96.66608392
931,24-Oct-16,657.16,657.25,652.59,653.76,62218200,10420469172,95.16978708,97.34381287
930,25-Oct-16,654,664.42,653.7,657.59,90378800,10482565592,137.4394379,98.65852823
929,26-Oct-16,657.68,679.73,657.68,678.3,88877104,10813913071,131.0291965,100.5761996
928,27-Oct-16,678.21,688.59,678.04,688.31,96105296,10974828655,139.6250178,102.3662883
927,28-Oct-16,688,690.44,684.16,689.65,81145504,10997420362,117.6618633,104.8294803
926,29-Oct-16,690.29,720.4,690.05,714.48,134760992,11394596830,188.6140858,111.0787173
925,30-Oct-16,714.12,714.12,696.47,701.86,100665000,11194834676,143.4260394,112.799115
924,31-Oct-16,702.64,709.29,691.68,700.97,97064400,11181852070,138.4715466,111.6432314
923,1-Nov-16,701.34,736.45,701.34,729.79,130527000,11642863554,178.8555612,113.3263701
922,2-Nov-16,730.07,740.83,722.35,740.83,84865200,11820110421,114.5542162,114.2156962
921,3-Nov-16,742.35,745.77,678.16,688.7,172808000,10989660280,250.919123,122.221801
920,4-Nov-16,689.12,706.93,685.56,703.23,99907696,11222575748,142.0697297,126.2692004
919,5-Nov-16,703.53,707.51,697.74,703.42,53752300,11226736982,76.41565494,126.949692
918,6-Nov-16,703.81,714.26,699.56,711.52,59902200,11357385316,84.18906004,126.6171778
917,7-Nov-16,710.74,710.74,699.9,703.13,65047100,11224670783,92.51077326,126.1055057
916,8-Nov-16,703.09,712.99,702.39,709.85,79660800,11333339468,112.2220187,126.2146641
915,9-Nov-16,709.83,740.05,708.61,723.27,132429000,11548965779,183.0975984,130.8552857
914,10-Nov-16,722.84,723.02,711.21,715.53,68807800,11426817526,96.16340335,131.2427584
913,11-Nov-16,715.55,718.32,714.41,716.41,63119700,11442241390,88.10555408,129.6722495
912,12-Nov-16,716.75,717.15,704.03,705.05,64622500,11262273136,91.6566201,130.1098144
911,13-Nov-16,705.2,705.26,687.32,702.03,80318096,11215181107,114.4083529,131.0717427
910,14-Nov-16,702,706.28,699.81,705.02,62993000,11271073434,89.34923832,128.6672327
909,15-Nov-16,705.79,715.72,705.26,711.62,72038496,11377924616,101.2316911,127.1773574
908,16-Nov-16,711.17,747.61,709.04,744.2,141294000,11900441939,189.8602526,129.6891191
907,17-Nov-16,744.88,755.65,739.51,740.98,108579000,11850398479,146.5343194,131.132742
906,18-Nov-16,740.71,752.88,736.89,751.59,87363104,12021432968,116.2377147,127.5139234
905,19-Nov-16,751.83,756.24,744.47,751.62,110608000,12023262925,147.1594689,127.7005949
904,20-Nov-16,751.88,755.48,717.94,731.03,154116000,11695081878,210.8203494,131.318035
903,21-Nov-16,731.27,741.72,730.51,739.25,60802400,11827902946,82.24876564,126.4876952
902,22-Nov-16,739.64,753.87,736.53,751.35,129906000,12022735372,172.8967858,129.4048237
901,23-Nov-16,751.74,752.25,738.92,744.59,76543800,11916054235,102.7999302,121.9988641
900,24-Nov-16,744.62,746.83,733.49,740.29,85919296,11848658575,116.0616731,120.6984612
899,25-Nov-16,740.44,741.65,734.59,741.65,67807600,11871816579,91.42803209,121.4490801
898,26-Nov-16,741.51,742.21,729.63,735.38,54962700,11772895899,74.7405423,120.9766542
897,27-Nov-16,735.44,739.02,731.09,732.03,52601800,11720648987,71.85743754,119.9439874
896,28-Nov-16,732.48,738.01,732.48,735.81,61888600,11782628755,84.10948479,118.5383607
895,29-Nov-16,736.33,737.47,734.56,735.6,68511104,11780661280,93.13635672,114.0402986
894,30-Nov-16,736.28,747.93,736.27,745.69,84070800,11943536630,112.7422924,114.8692431
893,1-Dec-16,746.05,758.28,746.05,756.77,80461904,12122431239,106.3227982,115.7801053
892,2-Dec-16,757.54,781.3,757.54,777.94,127605000,12462935160,164.0293596,119.3987423
891,3-Dec-16,778.25,778.25,764.86,771.16,69547296,12355811709,90.18530007,118.1875896
890,4-Dec-16,771.64,773.87,768.16,773.87,60557900,12400766376,78.2533242,117.6327939
889,5-Dec-16,773.39,773.47,751.71,758.7,106363000,12159115875,140.1911164,119.5807652
888,6-Dec-16,758.72,765.62,758.72,764.22,116218000,12249086971,152.0740101,117.6914531
887,7-Dec-16,764.21,771.54,759.75,768.13,96426096,12313376414,125.5335633,116.6414153
886,8-Dec-16,768.08,774.7,765.95,770.81,80111904,12357837893,103.9321026,116.0261347
885,9-Dec-16,769.94,774.53,769.65,772.79,68705296,12390863077,88.90551896,113.1134372
884,10-Dec-16,773.02,777.09,772.91,774.65,53843100,12421967470,69.50635771,106.0477376
883,11-Dec-16,774.75,774.8,765.41,769.73,57313400,12344888048,74.45909605,105.6582541
882,12-Dec-16,770.04,781.92,770.04,780.09,76571000,12512497969,98.15662295,101.921246
881,13-Dec-16,780.65,788.46,777.96,780.56,81645600,12521776922,104.5987496,102.0111869
880,14-Dec-16,780.01,782.03,776.84,781.48,75979000,12534369129,97.22449711,101.0693281
879,15-Dec-16,780.07,781.43,777.8,778.09,81580096,12484761985,104.8466064,101.7402569
878,16-Dec-16,778.96,785.03,778.96,784.91,83608200,12595490539,106.5194736,103.3292034
877,17-Dec-16,785.17,792.51,784.86,790.83,78989800,12691945028,99.88214913,104.730439
876,18-Dec-16,791.01,794.74,788.03,790.53,60524400,12688510068,76.56180031,104.3530548
875,19-Dec-16,790.69,793.61,790.32,792.71,74886400,12725090633,94.46884737,104.4196793
874,20-Dec-16,792.25,801.34,791.5,800.88,99629296,12857473134,124.3997802,105.0025537
873,21-Dec-16,800.64,834.28,799.41,834.28,155576000,13395445163,186.4793594,109.0103818
872,22-Dec-16,834.18,875.78,834.15,864.54,200027008,13882988216,231.3681357,112.3773206
871,23-Dec-16,864.89,925.12,864.68,921.98,275564000,14807189352,298.8828391,122.8121975
870,24-Dec-16,922.18,923.48,886.34,898.82,137727008,14436754927,153.2309116,126.5610769
869,25-Dec-16,899.65,899.65,862.42,896.18,143664992,14396194094,160.3081881,127.5669305
868,26-Dec-16,896.91,913.18,896.9,907.61,123771000,14581389977,136.3702471,126.7817423
867,27-Dec-16,908.35,940.05,904.26,933.2,167308000,14994286713,179.2841835,129.4692733
866,28-Dec-16,934.83,975.92,934.83,975.92,236630000,15682769405,242.468645,136.3961004
865,29-Dec-16,975.13,979.4,954.5,973.5,199320000,15645617392,204.7457627,142.1881126
864,30-Dec-16,972.53,972.53,934.83,961.24,187474000,15450507055,195.0334984,148.4644697
863,31-Dec-16,960.63,963.74,947.24,963.74,99135104,15492554222,102.8649885,149.8847643
862,1-Jan-17,963.66,1003.08,958.7,998.33,147775008,16050407461,148.0222051,152.3780434
861,2-Jan-17,998.62,1031.39,996.7,1021.75,222184992,16429024775,217.4553384,158.0208728
860,3-Jan-17,1021.6,1044.08,1021.6,1043.84,185168000,16786368910,177.3911711,162.0292065
859,4-Jan-17,1044.4,1159.42,1044.4,1154.73,344945984,18571869009,298.7243633,171.7230944
858,5-Jan-17,1156.73,1191.1,910.42,1013.38,510199008,16300254795,503.4626774,191.5702546
857,6-Jan-17,1014.24,1046.81,883.94,902.2,351876000,14513695758,390.0199512,206.0771447
856,7-Jan-17,903.49,908.59,823.56,908.59,279550016,14618030536,307.6745463,217.632782
855,8-Jan-17,908.17,942.72,887.25,911.2,158715008,14661966429,174.1824056,221.6184599
854,9-Jan-17,913.24,913.69,879.81,902.83,141876992,14528815565,157.1469623,223.255819
853,10-Jan-17,902.44,914.87,901.06,907.68,115808000,14608685049,127.5868147,220.3111918
852,11-Jan-17,908.11,919.45,762.77,777.76,310928992,12519135996,399.7749846,228.7315342
851,12-Jan-17,775.18,826.25,755.76,804.83,222326000,12956730411,276.2397028,227.5993774
850,13-Jan-17,803.74,829,780,823.98,168968000,13266554392,205.0632297,230.1909933
849,14-Jan-17,825.14,835.09,812.46,818.41,93063296,13178601992,113.7123153,227.8611996
848,15-Jan-17,818.14,823.31,812.87,821.8,71013600,13234840657,86.41226576,225.3633006
847,16-Jan-17,821.78,834.53,820.27,831.53,82755200,13393372620,99.52160475,221.3751716
846,17-Jan-17,830.95,910.56,830.8,907.94,155095008,14625779851,170.8207679,217.7927778
845,18-Jan-17,909.37,917.5,858.3,886.62,225676992,14284036613,254.53632,220.2823057
844,19-Jan-17,888.34,904.61,884.34,899.07,105625000,14486616700,117.4825097,216.4047562
843,20-Jan-17,898.17,899.4,887.01,895.03,86728400,14423545371,96.89999218,216.1065064
842,21-Jan-17,895.55,927.37,895.53,921.79,111158000,14856911163,120.5892882,214.7348606
841,22-Jan-17,922.21,937.53,897.56,924.67,116573000,14905439337,126.0698411,210.1655857
840,23-Jan-17,925.5,928.27,916.74,921.01,73588600,14848013909,79.89989251,205.2910218
839,24-Jan-17,910.68,924.15,892.29,892.69,111349000,14393026385,124.7342302,196.5915151
838,25-Jan-17,891.92,903.25,891.69,901.54,120831000,14537488261,134.027331,178.1197478
837,26-Jan-17,902.4,919.33,902.22,917.59,131958000,14797955301,143.8093266,165.8092166
836,27-Jan-17,918.36,923.22,915.85,919.75,125594000,14834831700,136.552324,157.2531055
835,28-Jan-17,919.81,923.91,919.81,921.59,68979600,14866260449,74.84846841,152.2864086
834,29-Jan-17,922.07,923.42,919.15,919.5,60851700,14834377926,66.17911909,147.7380164
833,30-Jan-17,920.15,923.05,919.47,920.38,78227296,14850351605,84.99456312,145.6084038
832,31-Jan-17,920.96,972.02,920.96,970.4,164582000,15659186515,169.6022259,134.0997659
831,1-Feb-17,970.94,989.11,970.74,989.02,150110000,15962015276,151.776506,127.8766061
830,2-Feb-17,990,1013.52,983.22,1011.8,145820992,16331615570,144.1203716,124.8294632
829,3-Feb-17,1011.46,1033.87,1008.79,1029.91,201278000,16625849489,195.4326106,128.9154779
828,4-Feb-17,1031.33,1045.9,1015.16,1042.9,155064000,16837411920,148.6853965,132.0291345
827,5-Feb-17,1043.52,1043.63,1022.37,1027.34,114208000,16588240157,111.1686491,132.6114867
826,6-Feb-17,1028.4,1044.64,1028.16,1038.15,111762000,16764422010,107.6549632,129.4531965
825,7-Feb-17,1040.14,1061.93,1040.14,1061.35,146007008,17141080574,137.5672568,123.6047433
824,8-Feb-17,1062.32,1078.97,1037.49,1063.07,201855008,17170799127,189.8793193,127.2245838
823,9-Feb-17,1064.7,1088.99,953.34,994.38,407220000,16063448932,409.5215109,142.8556597
822,10-Feb-17,995.63,998.91,946.69,988.67,190452000,15973053725,192.6345494,146.4579228
821,11-Feb-17,988.9,1009.29,982.83,1004.45,102261000,16229677099,101.8079546,145.2448284
820,12-Feb-17,1003.52,1004.76,996.92,999.18,67530000,16146290349,67.58542004,144.6291048
819,13-Feb-17,998.89,1002.1,976,990.64,100607000,16010322103,101.5575789,143.4702723
818,14-Feb-17,991.73,1011.51,986.47,1004.55,137946000,16237219721,137.3211886,143.6349651
817,15-Feb-17,1006.21,1008.84,1001.58,1007.48,89759400,16286329282,89.09298448,140.899148
816,16-Feb-17,1007.65,1033.37,1007.65,1027.44,122277000,16610905026,119.0113291,140.0220983
815,17-Feb-17,1026.12,1053.17,1025.64,1046.21,136474000,16916338976,130.4460863,142.8019792
814,18-Feb-17,1049.21,1061.1,1046.96,1054.42,99073504,17051064834,93.96019044,144.1910328
813,19-Feb-17,1054.76,1056.81,1043.46,1047.87,77423296,16946913346,73.88635613,143.6356224
812,20-Feb-17,1048.69,1080.49,1041.69,1079.98,109478000,17468244508,101.3703957,140.2240309
811,21-Feb-17,1079.28,1117.25,1076.93,1115.3,186868992,18041455273,167.5504277,141.012727
810,22-Feb-17,1114.8,1125.39,1100.55,1117.44,136100000,18077985665,121.7962486,139.8965208
809,23-Feb-17,1117.27,1176.62,1116.96,1166.72,189454000,18877442096,162.3817197,138.2439763
808,24-Feb-17,1172.71,1200.39,1131.96,1173.68,330759008,18992415818,281.8136187,144.9003874
807,25-Feb-17,1170.41,1174.85,1124.59,1143.84,139960992,18511906560,122.3606379,145.4599868
806,26-Feb-17,1144.27,1167.47,1130.2,1165.2,116486000,18860247630,99.97082046,145.0757797
805,27-Feb-17,1163.78,1181.98,1163.38,1179.97,131570000,19101427518,111.5028348,143.7725586
804,28-Feb-17,1180.72,1193.25,1171.82,1179.97,184956000,19103684801,156.746358,142.1159105
803,1-Mar-17,1180.04,1222.5,1179.69,1222.5,229056992,19794459608,187.3676826,131.0082191
802,2-Mar-17,1224.68,1262.13,1215.62,1251.01,368275008,20258543188,294.3821456,136.0955989
801,3-Mar-17,1250.71,1280.31,1250.71,1274.99,315739008,20649259919,247.6403799,143.3872202
