,Date,Open,High,Low,Close,Volume,MarketCap,UnitVolume,Rolling20D
313,"Jul 02, 2018",6380.38,6683.86,6305.70,6614.18,4396930048,113288832522,664.7732671321313,643.7693177161905
312,"Jul 03, 2018",6596.66,6671.37,6447.75,6529.59,4672309760,111849428104,715.5594394135007,639.7643800977381
311,"Jul 04, 2018",6550.87,6771.92,6450.46,6597.55,4176689920,113024522547,633.0668081333222,632.9275288590223
310,"Jul 05, 2018",6599.71,6749.54,6546.65,6639.14,4999240192,113748385620,752.9951457568299,639.9465965867562
309,"Jul 06, 2018",6638.69,6700.94,6533.55,6673.5,4313959936,114350502582,646.4313982168278,647.8857841435787
308,"Jul 07, 2018",6668.71,6863.99,6579.24,6856.93,3961080064,117506606000,577.6754413418249,652.8897976531705
307,"Jul 08, 2018",6857.80,6885.91,6747.98,6773.88,3386210048,116097021279,499.89224019321273,647.8969712457687
306,"Jul 09, 2018",6775.08,6838.68,6724.34,6741.75,3718129920,115557889495,551.5081277116475,645.5088189587484
305,"Jul 10, 2018",6739.21,6767.74,6320.72,6329.95,4052430080,108511009626,640.199382301598,648.826902084645
304,"Jul 11, 2018",6330.77,6444.96,6330.47,6394.71,3644859904,109631867446,569.9804844942148,651.1055226682047
303,"Jul 12, 2018",6396.78,6397.10,6136.42,6228.81,3770170112,106798864820,605.2793570521496,639.6200748865507
302,"Jul 13, 2018",6235.03,6310.55,6192.24,6238.05,3805400064,106968440793,610.030388342511,642.2808548611142
301,"Jul 14, 2018",6247.50,6298.19,6212.22,6276.12,2923670016,107631453835,465.8403625169691,628.5832423397974
300,"Jul 15, 2018",6272.70,6403.46,6256.51,6359.64,3285459968,109074579938,516.610998106811,610.4015359171077
299,"Jul 16, 2018",6357.01,6741.75,6357.01,6741.75,4725799936,115638203962,700.9752565728483,618.5390952181551
298,"Jul 17, 2018",6739.65,7387.24,6684.17,7321.04,5961950208,125588963706,814.3583709418334,632.4895108539878
297,"Jul 18, 2018",7315.32,7534.99,7280.47,7370.78,6103410176,126458165406,828.0548566094769,644.5212423419223
296,"Jul 19, 2018",7378.20,7494.46,7295.46,7466.86,5111629824,128122730711,684.575554382967,646.8584257668102
295,"Jul 20, 2018",7467.40,7594.67,7323.26,7354.13,4936869888,126202570251,671.3057680514214,644.9469791287817
294,"Jul 21, 2018",7352.72,7437.64,7262.41,7419.29,3726609920,127333468174,502.28659615677515,632.5699621714438
293,"Jul 22, 2018",7417.80,7537.95,7383.82,7418.49,3695460096,127336615249,498.14181807888133,624.2383897187813
292,"Jul 23, 2018",7414.71,7771.50,7409.10,7711.11,5132480000,132375368459,665.5954849561218,621.7401919959123
291,"Jul 24, 2018",7716.51,8424.27,7705.50,8424.27,7277689856,144634918474,863.89560828416,633.2816320034542
290,"Jul 25, 2018",8379.66,8416.87,8086.36,8181.39,5845400064,140482950401,714.4751764675685,631.3556335389911
289,"Jul 26, 2018",8176.85,8290.33,7878.71,7951.58,4899089920,136553079708,616.1152777183905,629.8398275140693
288,"Jul 27, 2018",7950.40,8262.66,7839.76,8165.01,5195879936,140235573607,636.3592862715416,632.7740197605551
287,"Jul 28, 2018",8169.06,8222.85,8110.77,8192.15,3988750080,140716560550,486.89905336206004,632.1243604189974
286,"Jul 29, 2018",8205.82,8272.26,8141.18,8218.46,4107190016,141185844808,499.7517802605355,629.5365430464419
285,"Jul 30, 2018",8221.58,8235.50,7917.50,8180.48,5551400000,140547190784,678.6154357690502,631.4573457198145
284,"Jul 31, 2018",8181.20,8181.53,7696.93,7780.44,5287530000,133688476220,679.59267085152,636.9379550376797
283,"Aug 01, 2018",7769.04,7769.04,7504.95,7624.91,4797620000,131030166771,629.2034922379411,638.1341617969692
282,"Aug 02, 2018",7634.19,7712.77,7523.44,7567.15,4214110000,130052066760,556.8952643994107,635.4774055998142
281,"Aug 03, 2018",7562.14,7562.14,7328.65,7434.39,4627150000,127785826655,622.3980716642523,643.3052910571785
280,"Aug 04, 2018",7438.67,7497.49,6984.07,7032.85,4268390000,120899698889,606.9218026831227,647.820831285994
279,"Aug 05, 2018",7031.08,7102.77,6940.70,7068.48,3679110000,121526079384,520.4952125492327,638.7968290848132
278,"Aug 06, 2018",7062.94,7166.55,6890.54,6951.8,3925900000,119531508535,564.7314364624989,626.3154823608464
277,"Aug 07, 2018",6958.32,7146.56,6748.24,6753.12,4682800000,116128339800,693.4276304878338,619.5841210547643
276,"Aug 08, 2018",6746.85,6746.85,6226.22,6305.8,5064430000,108448409560,803.1383805385518,625.5122623625435
275,"Aug 09, 2018",6305.56,6625.73,6249.07,6568.23,4267040000,112973963230,649.6483832021717,624.429393120081
274,"Aug 10, 2018",6571.42,6591.26,6124.52,6184.71,4528680000,106390927598,732.2380515820466,635.9269658913446
273,"Aug 11, 2018",6185.79,6455.74,6109.03,6295.73,4047850000,108314257212,642.9516513573485,643.167457555268
272,"Aug 12, 2018",6283.65,6409.85,6237.50,6322.69,5665250000,108790259014,896.0189413050458,654.6886303727142
271,"Aug 13, 2018",6341.36,6537.05,6225.72,6297.57,4083980000,108369686635,648.5009297236871,643.9188964446905
270,"Aug 14, 2018",6287.66,6287.94,5971.05,6199.71,5301700000,106696389129,855.1529023131727,650.9527827369708
269,"Aug 15, 2018",6221.42,6588.49,6221.42,6308.52,4895450000,108581773101,776.0060996874068,658.9473238354216
268,"Aug 16, 2018",6294.23,6473.50,6276.41,6334.73,4328420000,109045250379,683.2840547268786,661.2935622581884
267,"Aug 17, 2018",6340.91,6582.50,6324.97,6580.63,4992990000,113290724406,758.7404245490173,674.8856308175364
266,"Aug 18, 2018",6583.43,6617.35,6353.73,6423.76,3984520000,110603014928,620.2784661942537,680.9119651142222
265,"Aug 19, 2018",6422.57,6537.98,6361.55,6506.07,3311170000,112031838393,508.9355017698857,672.427968414264
264,"Aug 20, 2018",6500.51,6536.92,6297.93,6308.53,3665100000,108642191682,580.9752826728255,667.4970990053292
263,"Aug 21, 2018",6301.07,6500.87,6298.24,6488.76,3377180000,111758100192,520.4661599442728,662.0602323906459
262,"Aug 22, 2018",6486.25,6816.79,6310.11,6376.71,4668110000,109840902181,732.0561857133224,670.8182784563414
261,"Aug 23, 2018",6371.34,6546.54,6371.34,6534.88,3426180000,112577436411,524.2911882085058,665.9129342835541
260,"Aug 24, 2018",6551.52,6719.96,6498.64,6719.96,4097820000,115778358839,609.7982726087655,666.0567577798363
259,"Aug 25, 2018",6719.95,6789.63,6700.96,6763.19,3312600000,116534497933,489.7984530968374,664.5219198072165
258,"Aug 26, 2018",6754.64,6774.75,6620.75,6707.26,3295500000,115585205491,491.33327170856654,660.8520115695198
257,"Aug 27, 2018",6710.80,6884.64,6689.71,6884.64,4019000000,118657885712,583.7632759301866,655.3687938416376
256,"Aug 28, 2018",6891.08,7109.56,6882.34,7096.28,4659940000,122319195736,656.6736374551173,648.0455566874658
255,"Aug 29, 2018",7091.71,7113.30,6970.82,7047.16,4145880000,121484666374,588.3050760873884,644.9783913317267
254,"Aug 30, 2018",7043.76,7072.69,6834.69,6978.23,4463250000,120309828156,639.5962873106791,640.3463031181583
253,"Aug 31, 2018",6973.97,7057.17,6920.16,7037.58,4495650000,121346613238,638.8062373713691,640.1390324188593
252,"Sep 01, 2018",7044.81,7242.29,7038.05,7193.25,4116050000,124044625438,572.2100580405241,623.9485882556331
251,"Sep 02, 2018",7189.58,7306.31,7132.16,7272.72,4329540000,125427780027,595.3123453123453,621.2891590350661
250,"Sep 03, 2018",7279.03,7317.94,7208.15,7260.06,4087760000,125222785390,563.0476883111158,606.6838983349631
249,"Sep 04, 2018",7263.00,7388.26,7255.44,7361.66,4273640000,126986882925,580.5266746902194,596.9099270851037
248,"Sep 05, 2018",7361.46,7388.43,6792.83,6792.83,5800460000,117185657641,853.9091954310649,605.441184120313
247,"Sep 06, 2018",6755.14,6755.14,6404.72,6529.17,5523470000,112649565532,845.9681705331611,609.8025714195202
246,"Sep 07, 2018",6528.92,6555.29,6396.87,6467.07,4264680000,111590424587,659.4454675765069,611.7609214886328
245,"Sep 08, 2018",6460.17,6534.25,6197.52,6225.98,3835060000,107442122871,615.9769225085851,617.1129925255678
244,"Sep 09, 2018",6223.38,6446.26,6201.22,6300.86,3671890000,108747090915,582.7601311566992,617.2022349497615
243,"Sep 10, 2018",6301.57,6374.98,6292.76,6329.7,3714100000,109255603474,586.7734647771616,620.5176001914059
242,"Sep 11, 2018",6331.88,6398.92,6260.21,6321.2,3849910000,109119948884,609.0473327849143,614.3671575449855
241,"Sep 12, 2018",6317.01,6363.87,6265.09,6351.8,4064230000,109661521297,639.854844296105,620.1453403493655
240,"Sep 13, 2018",6354.24,6535.41,6354.24,6517.31,4210910000,112530970182,646.1116626338168,621.9610098506181
239,"Sep 14, 2018",6515.41,6596.10,6456.17,6512.71,4076220000,112462453186,625.8869195772573,628.7654331746392
238,"Sep 15, 2018",6509.40,6561.72,6493.55,6543.2,3216300000,113000324618,491.5484778090231,628.776193479662
237,"Sep 16, 2018",6536.68,6544.33,6460.10,6517.18,3273730000,112562367224,502.32309066191203,624.7041842162482
236,"Sep 17, 2018",6514.06,6540.21,6257.52,6281.2,3910780000,108497127334,622.6166974463478,623.0013372158098
235,"Sep 18, 2018",6280.91,6384.18,6265.71,6371.3,4180090000,110064685348,656.0811765259838,626.3901422377396
234,"Sep 19, 2018",6371.85,6448.46,6208.34,6398.54,4431340000,110547735544,692.5548640783678,629.038071076124
233,"Sep 20, 2018",6398.85,6529.26,6395.95,6519.67,4348110000,112653130183,666.9217920538923,630.4438488102501
232,"Sep 21, 2018",6513.87,6794.33,6496.36,6734.95,6531940000,116385068032,969.8572372474925,650.3262077705984
231,"Sep 22, 2018",6735.05,6814.56,6616.80,6721.98,4509660000,116173876360,670.882686351343,654.1047248225483
230,"Sep 23, 2018",6715.32,6766.15,6679.42,6710.63,4197500000,115990387532,625.5001393311804,657.2273473735515
229,"Sep 24, 2018",6704.77,6713.56,6580.90,6595.41,4177310000,114011060309,633.3662350028277,659.8693253891819
228,"Sep 25, 2018",6603.64,6603.64,6381.86,6446.47,4726180000,111450035114,733.1423244038986,653.8309818378236
227,"Sep 26, 2018",6452.79,6585.91,6397.89,6495.0,4437300000,112300336125,683.1870669745958,645.6919266598954
226,"Sep 27, 2018",6495.29,6712.10,6464.95,6676.75,4606810000,115454861756,689.9779084135245,647.2185487017463
225,"Sep 28, 2018",6678.75,6785.03,6598.32,6644.13,5014430000,114903584220,754.7158168187558,654.1554934172548
224,"Sep 29, 2018",6643.10,6643.10,6511.65,6601.96,4363690000,114186839964,660.9688637919648,658.0659300490181
223,"Sep 30, 2018",6604.71,6643.78,6566.54,6625.56,4002280000,114608519470,604.0666751187823,658.9305905660991
222,"Oct 01, 2018",6619.85,6653.30,6549.08,6589.62,4000970000,113999846113,607.1624767437272,658.8363477640398
221,"Oct 02, 2018",6593.24,6611.84,6537.90,6556.1,3979260000,113431019760,606.9553545552997,657.1913732769995
220,"Oct 03, 2018",6553.86,6571.46,6454.03,6502.59,3887310000,112516993837,597.8094882193095,654.7762645562741
219,"Oct 04, 2018",6497.91,6603.31,6497.91,6576.69,3838410000,113811343543,583.638578068907,652.6638474808566
218,"Oct 05, 2018",6574.15,6623.62,6557.41,6622.48,3671500000,114614764674,554.3995602855728,655.806401604684
217,"Oct 06, 2018",6622.45,6628.54,6577.80,6588.31,3259740000,114033598927,494.77635387527295,655.4290647653521
216,"Oct 07, 2018",6590.68,6641.49,6557.04,6602.95,3306630000,114298880311,500.78071165161026,649.3372654756151
215,"Oct 08, 2018",6600.19,6675.06,6576.04,6652.23,3979460000,115162906843,598.2144333554312,646.4439283170875
214,"Oct 09, 2018",6653.08,6661.41,6606.94,6642.64,3580810000,115007759484,539.064287692845,638.7693994978115
213,"Oct 10, 2018",6640.29,6640.29,6538.96,6585.53,3787650000,114030835912,575.1473305869081,634.1806764244623
212,"Oct 11, 2018",6586.74,6586.74,6243.74,6256.24,5181640000,108341572839,828.2354896870964,627.0995890464425
211,"Oct 12, 2018",6239.25,6328.50,6236.47,6274.58,3783500000,108669526315,602.9885665654115,623.7048830571459
210,"Oct 13, 2018",6278.08,6308.51,6259.81,6285.99,3064030000,108878136724,487.4379373813831,616.8017729596561
209,"Oct 14, 2018",6288.49,6363.21,6280.15,6290.93,3085320000,108972590373,490.43941038924294,609.6554317289767
208,"Oct 15, 2018",6292.64,6965.06,6258.68,6596.54,7370770000,114280022340,1117.3691056220382,628.8667707898837
207,"Oct 16, 2018",6601.41,6673.59,6571.37,6596.11,4074800000,114283707152,617.7580422400476,625.5953195531563
206,"Oct 17, 2018",6590.52,6601.21,6517.45,6544.43,4088420000,113399343801,624.7175078654673,622.3322995257535
205,"Oct 18, 2018",6542.33,6567.54,6450.04,6476.71,3924080000,112237252159,605.8755139569319,614.8902843826622
204,"Oct 19, 2018",6478.07,6493.68,6445.31,6465.41,3578870000,112052990522,553.5410747346262,609.5188949297954
203,"Oct 20, 2018",6460.92,6497.72,6449.00,6489.19,3379130000,112476559221,520.7321715036854,605.3521697490405
202,"Oct 21, 2018",6490.09,6556.38,6476.00,6482.35,3253610000,112369106369,501.9182858068447,600.0899602021964
201,"Oct 22, 2018",6486.05,6543.80,6462.98,6487.16,3672860000,112465213723,566.173795620888,598.0508822554758
200,"Oct 23, 2018",6472.36,6506.01,6451.27,6475.74,3716150000,112279779884,573.8571962432093,596.8532676566708
199,"Oct 24, 2018",6478.89,6521.99,6468.86,6495.84,3424670000,112637293966,527.2097219143328,594.031824848942
198,"Oct 25, 2018",6484.65,6504.65,6447.03,6476.29,3230550000,112309554478,498.827260669303,591.2532098681286
197,"Oct 26, 2018",6468.44,6498.29,6449.61,6474.75,3306050000,112294341019,510.6065871269161,592.0447215307107
196,"Oct 27, 2018",6480.84,6507.41,6453.53,6480.38,3393250000,112403001148,523.6189853064172,593.186635213451
195,"Oct 28, 2018",6482.66,6502.28,6447.91,6486.39,3445190000,112518434372,531.1413590610493,589.832981498732
194,"Oct 29, 2018",6492.35,6503.60,6306.99,6332.63,4199910000,109862898081,663.2173362410247,596.040633926141
193,"Oct 30, 2018",6337.04,6364.99,6310.14,6334.27,3781100000,109903543419,596.9275070371172,597.1296427486515
192,"Oct 31, 2018",6336.99,6349.16,6316.88,6317.61,4191240000,109627117226,663.4217686751795,588.8889566980556
191,"Nov 01, 2018",6318.14,6547.14,6311.83,6377.78,3789400000,110683820788,594.1565874018859,588.4473577398793
190,"Nov 02, 2018",6378.92,6396.86,6327.38,6388.44,4234870000,110880236966,662.8957930261536,597.2202505221178
189,"Nov 03, 2018",6387.24,6400.07,6342.37,6361.26,3658640000,110421212888,575.1439180288182,601.4554759040966
188,"Nov 04, 2018",6365.47,6388.63,6294.57,6376.13,4390020000,110689215104,688.5085467203461,580.012447959012
187,"Nov 05, 2018",6363.62,6480.59,6363.62,6419.66,4174800000,111456211022,650.3148141801902,581.6402865560192
186,"Nov 06, 2018",6433.38,6463.55,6408.16,6461.01,4700040000,112095603776,727.4466376000038,586.7767430427459
185,"Nov 07, 2018",6468.50,6552.16,6468.31,6530.14,4941260000,113395632955,756.6851552952922,594.317225109664
184,"Nov 08, 2018",6522.27,6536.92,6438.53,6453.72,4665260000,112078367037,722.8792076507813,602.7841317554718
183,"Nov 09, 2018",6442.60,6456.46,6373.37,6385.62,4346820000,110905767441,680.7201180151653,610.7835290810458
182,"Nov 10, 2018",6386.13,6437.28,6385.31,6409.22,3705320000,111326145314,578.1233909898551,614.5937843401963
181,"Nov 11, 2018",6413.63,6423.25,6350.17,6411.27,3939060000,111373453740,614.3962116710106,617.0049051427025
180,"Nov 12, 2018",6411.76,6434.21,6360.47,6371.27,4295770000,110689666528,674.2407714631462,622.0240839036993
179,"Nov 13, 2018",6373.19,6395.27,6342.67,6359.49,4503800000,110494466204,708.2014438264704,631.0736699993062
178,"Nov 14, 2018",6351.24,6371.55,5544.09,5738.35,7398940000,99712077259,1289.3845791908823,670.6015359253852
177,"Nov 15, 2018",5736.15,5774.82,5358.38,5648.03,7032140000,98151606541,1245.0606671706773,707.3242399275732
176,"Nov 16, 2018",5645.32,5657.02,5498.94,5575.55,5279320000,96900828780,946.8698155338935,728.486781438947
175,"Nov 17, 2018",5578.58,5578.58,5519.56,5554.33,4303150000,96542098114,774.7379071823244,740.6666088450108
174,"Nov 18, 2018",5559.74,5653.61,5559.74,5623.54,4159680000,97753714643,739.6906574862097,744.4902749072701
173,"Nov 19, 2018",5620.78,5620.78,4842.91,4871.49,7039560000,84688539692,1445.0527456691896,786.8965368388737
172,"Nov 20, 2018",4863.93,4951.61,4272.11,4451.87,8428290000,77401044320,1893.2021824536657,848.3855575277979
171,"Nov 21, 2018",4465.54,4675.73,4343.98,4602.17,6120120000,80020171047,1329.83353504977,885.1694049101922
170,"Nov 22, 2018",4611.57,4629.64,4365.64,4365.94,4569370000,75919439809,1046.5947768407264,904.3543541009209
169,"Nov 23, 2018",4360.70,4396.42,4195.68,4347.11,4871490000,75598851166,1120.6272673109263,931.6285215650263
168,"Nov 24, 2018",4347.69,4413.09,3795.16,3880.76,4679500000,67495633205,1205.8205093847596,957.494119698247
167,"Nov 25, 2018",3880.78,4120.87,3585.06,4009.97,6825640000,69749265801,1702.1673478853957,1010.0867463835073
166,"Nov 26, 2018",4015.07,4107.14,3643.92,3779.13,6476900000,65739289046,1713.8600683226034,1059.4074179196373
165,"Nov 27, 2018",3765.95,3862.96,3661.01,3820.72,5998720000,66468970322,1570.0496241546095,1100.075641362603
164,"Nov 28, 2018",3822.47,4385.90,3822.47,4257.42,7280280000,74072560088,1710.0215623546655,1149.432759097797
163,"Nov 29, 2018",4269.00,4413.02,4145.77,4278.85,6503347767,74451016927,1519.8821568879487,1191.3908610414364
162,"Nov 30, 2018",4289.09,4322.98,3942.82,4017.27,6048016717,69904637061,1505.504165017537,1237.7598997428206
161,"Dec 01, 2018",4024.46,4309.38,3969.71,4214.67,5375314093,73346194969,1275.3819618143295,1270.8091872499865
160,"Dec 02, 2018",4200.73,4301.52,4110.98,4139.88,5262697895,72050487506,1271.2199133791319,1300.6581443457858
159,"Dec 03, 2018",4147.32,4155.98,3840.45,3894.13,5089570994,67779050170,1306.9853841551258,1330.5973413622187
158,"Dec 04, 2018",3886.29,4075.63,3832.75,3956.89,5028069239,68878292608,1270.7124127787229,1329.6637330416106
157,"Dec 05, 2018",3958.89,3969.54,3753.99,3753.99,5302481574,65352496336,1412.4921947048342,1338.0353094183185
156,"Dec 06, 2018",3754.07,3874.97,3521.10,3521.1,5878333109,61303965508,1669.4592908466104,1374.1647831839543
155,"Dec 07, 2018",3512.59,3512.59,3280.23,3419.94,6835615448,59547645578,1998.753033094148,1435.3655394795455
154,"Dec 08, 2018",3421.91,3506.04,3350.65,3476.11,5305024497,60531278392,1526.13826863937,1474.6879200372036
153,"Dec 09, 2018",3473.23,3685.31,3469.09,3614.23,4947372847,62942160928,1368.8594381099156,1470.8782546592397
152,"Dec 10, 2018",3612.05,3647.33,3470.14,3502.66,5020968740,61004445982,1433.4730576190666,1447.89179841751
151,"Dec 11, 2018",3497.55,3513.18,3392.25,3424.59,4696765188,59650201102,1371.482480530516,1449.9742456915474
150,"Dec 12, 2018",3421.46,3534.23,3413.48,3486.95,4139364829,60741625426,1187.1018595047249,1456.9995998247473
149,"Dec 13, 2018",3487.88,3489.74,3298.13,3313.68,4343372456,57728688216,1310.7398590087155,1466.5052294096365
148,"Dec 14, 2018",3311.75,3329.56,3206.54,3242.48,4372763663,56494379457,1348.5861633687796,1473.6435121088375
147,"Dec 15, 2018",3244.00,3275.38,3191.30,3236.76,3551763561,56400691425,1097.3206419382345,1443.4011768114792
146,"Dec 16, 2018",3236.27,3305.75,3233.82,3252.84,3744248994,56685436644,1151.0707547865863,1415.2617111346785
145,"Dec 17, 2018",3253.12,3597.92,3253.12,3545.86,5409247918,61798926687,1525.5108543484514,1413.0347726443706
144,"Dec 18, 2018",3544.76,3701.35,3487.17,3696.06,5911325473,64422587801,1599.358634058971,1407.501626229586
143,"Dec 19, 2018",3706.82,3949.32,3687.23,3745.95,6810689119,65299132785,1818.1473642200244,1422.4148865961897
142,"Dec 20, 2018",3742.20,4191.23,3728.97,4134.44,8927129279,72078243771,2159.2112302996297,1455.1002398602943
141,"Dec 21, 2018",4133.70,4198.43,3850.95,3896.54,7206015706,67937650255,1849.337028748582,1483.797993207007
140,"Dec 22, 2018",3898.08,4014.18,3855.74,4014.18,5605823233,69997508295,1396.5051973254813,1490.0622574043243
139,"Dec 23, 2018",4020.99,4085.72,3976.41,3998.98,6151275490,69741217417,1538.2111163346653,1501.6235440133014
138,"Dec 24, 2018",4000.33,4271.79,4000.33,4078.6,7240968501,71137548589,1775.3563725297895,1526.8557420008547
137,"Dec 25, 2018",4081.03,4089.56,3760.02,3815.49,6158207293,66556033172,1614.001686021979,1536.931216566712
136,"Dec 26, 2018",3819.67,3893.36,3769.86,3857.3,5326547918,67292819465,1380.9006087159412,1522.5032824601783
135,"Dec 27, 2018",3854.69,3874.42,3645.45,3654.83,5130222366,63768757101,1403.6828979733668,1492.7497757041392
134,"Dec 28, 2018",3653.13,3956.14,3642.63,3923.92,5631554348,68471837969,1435.1858213215355,1488.2021533382474
133,"Dec 29, 2018",3932.49,3963.76,3820.41,3820.41,4991655917,66672244158,1306.5759740446706,1485.0879801349852
132,"Dec 30, 2018",3822.38,3901.91,3797.22,3865.95,4770578575,67475512827,1233.9990364593436,1475.114279076999
131,"Dec 31, 2018",3866.84,3868.74,3725.87,3742.7,4661840806,65331499158,1245.5822817751891,1468.8192691392328
130,"Jan 01, 2019",3746.71,3850.91,3707.23,3843.52,4324200990,67098634181,1125.0627003371908,1465.717311180856
129,"Jan 02, 2019",3849.22,3947.98,3817.41,3943.41,5244856836,68849856732,1330.0308200263225,1466.6818592317363
